;tid;act;emotion;sentiment;text
3971;2017-En-30423;oth;['joy', 'optimism', 'surprise'];positive;Always doing the EmotionalHedge™ w #WPS\n\nI'm elated about start.  Have I mentioned I'm on TAMU -6?!
3972;2017-En-30428;sta;['anticipation', 'joy', 'optimism', 'surprise'];positive;i fix a clever ritual to make you feel frolicsome
3973;2017-En-31003;exp;['pessimism'];negative;I'm highly animated even though I'm decomposing.
3974;2017-En-21764;que;['anticipation', 'surprise'];positive;I wonder if Corey will vote for Nicole?? #snacole #bb18 #paulsgonnawin #finale #halfamill
3975;2017-En-41026;sta;['anger', 'disgust'];negative;Candice's standing pout face aggravates me every week
3976;2017-En-11165;exp;['anger', 'joy', 'optimism'];positive;The outrage over Kessel's tweet by butthurt USA players is hilarious.
3977;2017-En-22068;sta;['anger', 'disgust', 'sadness'];negative;Side chick's be trying to fuck u like your going to forget about your wife when your done. #terrible
3978;2017-En-21658;exp;['fear', 'sadness'];negative;If I could turn anxiety off--I would. #nooneunderstands
3979;2017-En-31011;sta;['joy', 'love', 'optimism'];positive;Oii oiii, @Louis_Tomlinson !!  \nTHANK YOU for always making me smile ! MY BIRTHDAY is in 16 days. 🎉 Mind following me as a gift ? 🎁 X225,884
3980;2017-En-30398;sta;['joy'];positive;Watch this amazing live.ly broadcast by @hannah..mccloud  #musically
3981;2017-En-21704;exp;['anticipation', 'fear', 'joy', 'surprise'];positive;@slashersocial #horror H3LL I SURE DID!!! LOL\nHappy about this decision. :)
3982;2017-En-40536;sug;['anticipation', 'optimism', 'trust'];negative;Do not grow weary in doing good. The treadlines are better than deadlines.' @billclinton #CGI2016
3983;2017-En-30196;sug;['joy', 'love', 'optimism'];positive;"Loved @Bethenny independence msg on @WendyWilliams, be happy &amp; fulfilled within yourself &amp; positivity will flock to you #happy #independent"
3984;2017-En-40143;que;['disgust', 'sadness'];negative;When will the weeks full of Mondays end??
3985;2017-En-10207;sta;['anger', 'disgust', 'sadness'];negative;Can't believe I've only got 2 days off left 🙄 #backtoreality #raging
3986;2017-En-11164;exp;['anger', 'disgust'];negative;Pride and Prejudice is a modern day Keeping up with the Kardashians' - @howsyourdaybin .............I've never been so offended in my life
3987;2017-En-11049;exp;['anger', 'disgust', 'optimism', 'sadness'];negative;— Self-hatred gives rise to fury, fury to the desire for self-change.
3988;2017-En-20264;sta;['disgust', 'fear'];negative;Set n alarm '@Innocentia_T: I wanna nap but I'm scared I'll wake up tomorrow .'
3989;2017-En-11666;que;['anticipation', 'disgust', 'fear'];negative;Will I offend you\nif I am truthful but kind\nor will you see why?\n@baffled #haikuchallenge
3990;2017-En-10836;sta;['joy', 'love', 'optimism'];positive;Ughhh love a clean house and my incense lit aromatherapy
3991;2017-En-21617;sta;['fear'];negative;what to wear Friday \nspeaking in front of 100's.
3992;2017-En-10682;sta;['anger', 'sadness'];negative;I can't guess if you holding a grudge against the best'
3993;2017-En-41494;sug;['anger', 'anticipation', 'disgust', 'sadness'];negative;@OzelleM man imagine # Ultra is promoting carnival. I think u need to be the chairperson #serious. Cause am hearing nothing
3994;2017-En-21529;sug;['anticipation', 'joy', 'love', 'optimism', 'trust'];positive;Follow this amazing Australian author @KristyBerridge #fiction  #zombies #angels #demons #vampires #werewolves #follow #authorlove
3995;2017-En-40560;oth;['anger', 'joy'];negative;@LacesUntied_ yea lol catchy you fret
3996;2017-En-21996;exp;['anger', 'disgust'];negative;@AskLloydsBank #worst exec complaints ever #horrific customer journey
3997;2017-En-31138;sta;['fear', 'joy'];negative;Half past midnight, loud banging on our front door, been told about new rape cases in Edinburgh today #joyful #nosleep
3998;2017-En-31403;exp;['joy', 'optimism'];positive;"it's not the most comforting &amp; jubilant place to be, but I do find joy in doing what's best for me and being passionate abt company I keep."
3999;2017-En-40692;que;['joy', 'love', 'optimism'];positive;God's love spring.Of one dat sunk his whole estate for d paltry bribe,of a single apple–n yet proud of our ancestry?❤️🗿
4000;2017-En-21540;exp;['anger', 'disgust'];negative;@virginmedia shocking service for your call centre staff this evening. Transfer me and cut me off after waiting forever to speak to someone.
4001;2017-En-21083;sta;['disgust', 'joy', 'sadness'];negative;"@BigDaddyx47 awe I'm sorry! I have 2 dogs 3 cats &amp; a snake"
4002;2017-En-10134;que;['anger', 'disgust'];negative;How was Natalie one of the top three favorites?! #toofaced and #bitter 🙄
4003;2017-En-41491;sta;['anger', 'fear', 'pessimism'];negative;I know I've painted quite a grim picture of your chances. But if you simply stand here, we will both surely die.
4004;2017-En-30887;oth;['anticipation'];negative;[Moment of levity on the B41] Baby: I want ISIS! Give me ISIS!\nMom: Shh!\nBaby: I want ISIS!\nWest Indian woman: She wants what?\nMom: *Ices*.
4005;2017-En-30912;sta;['joy', 'optimism'];positive;The race advances only by the extra achievements of the individual. You are the individual. ~Charles Towne\n  #inspire
4006;2017-En-31401;sta;['joy', 'optimism'];positive;Pochettino buoyant. Complimentary about his young players. But says 'now our attention turns to Middlesbrough'. #THFC @BBCLondonSport
4007;2017-En-41345;oth;[];negative;ah #lost #mah #train of thunk.
4008;2017-En-40938;sta;['disgust', 'sadness'];negative;@TheCatCampbell I too am Ravenclaw. #sadness #shouldhavebeenhufflepuff
4009;2017-En-40832;exp;['sadness'];negative;@FFBren @CDCarter13 included for maximum #sadness
4010;2017-En-30673;sug;['joy', 'optimism', 'trust'];positive;don't be with some just because they try to drown you in gifts. be with someone who makes you truly happy, without the materialistic things.
4011;2017-En-41092;sta;['pessimism', 'sadness'];negative;Feeling #gloomy
4012;2017-En-10277;oth;['anger'];negative;@JuliaHB1 Bloody right
4013;2017-En-40156;oth;['fear', 'sadness'];negative;Mixed emotions. #sadness #anxietymaybe #missingfriends #growingupsucks #lostfriends #wheresthetruefriends #complications
4014;2017-En-21514;que;['disgust', 'fear'];negative;@Twitch how do I stop that horror movie themed commercial? Suddenly hearing screams is really not making me want to watch twitch.
4015;2017-En-30675;que;['anticipation', 'joy', 'optimism'];negative;All the fans wanted Man Utd at home in the next round...\nAre you cheering for Northampton or Man Utd right now?\n#lufc
4016;2017-En-31071;oth;['joy', 'love', 'optimism'];positive;Accept challenges in life, so that you may feel the exhilaration of victory.
4017;2017-En-41298;sta;['anger', 'disgust', 'joy'];negative;Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst
4018;2017-En-20120;sta;['anger', 'disgust', 'fear'];negative;Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 #nightmare
4019;2017-En-21012;sug;['anticipation', 'disgust', 'optimism'];positive;And I would advise that everyone wait to watch @KevinCanWaitCBS ,or actually don't wait, just don't even watch it because it is
4020;2017-En-10014;oth;['anger', 'disgust'];negative;Fuking fuming 😤
4021;2017-En-11614;exp;['anger', 'disgust', 'pessimism'];negative;@atheist_taco @DrJillStein :^) well cucks among her ranks agree equally about their outrage of black youths shot and harambe.
4022;2017-En-10336;sta;['anger', 'disgust'];negative;Hell hath not fury like a hamstring cramp. #ouch
4023;2017-En-41083;exp;['anticipation', 'disgust'];negative;I know few will mourn the loss of Stitch's Great Escape, but...see, THIS is the kind of cost-cutting at parks I really don't care for.
4024;2017-En-41164;exp;['pessimism', 'sadness'];negative;I want to pour all my tears on someone right now. So tired of this #upset
4025;2017-En-40139;sta;['pessimism', 'sadness'];negative;wow almost all the T-Mobile stores in San Diego are out of Note7 replacements #sadness I need to get mine replaced
4026;2017-En-41070;oth;['pessimism', 'sadness'];negative;The @Orioles are in contention and hosting @RedSox nation and Camden is empty #sad
4027;2017-En-40088;exp;['disgust', 'sadness'];negative;@crimsonwulfe it's super sad!! Especially when you are talking to a real person and not a bot! Makes it feel real :(
4028;2017-En-31190;sta;['optimism'];positive;@pi6ie I want to achieve to your level of optimism
4029;2017-En-41071;sta;['anticipation', 'disgust', 'pessimism', 'sadness', 'surprise'];negative;The @Orioles are in contention and hosting @RedSox nation and Camden is empty
4030;2017-En-20890;sug;['anticipation'];negative;It's not going to break you it's just going to shake you
4031;2017-En-21180;sug;['fear', 'joy', 'optimism', 'sadness'];negative;The 2nd step to beating #anxiety or #depression is realising that it's not about waiting for ...., Take action yourself now.
4032;2017-En-20330;oth;['fear'];negative;We're all in D. T. (Discipleship training or detox) for something. #messy #fearful #cutoff #choosefreedom #CryOut16
4033;2017-En-10569;sta;['anger', 'disgust', 'joy'];positive;@savageimiike one of my favorite songs brother, real talk. #rage
4034;2017-En-30174;exp;['joy'];positive;@HytheHighborne -Sylvia was elated to receive kisses from the little prince, her bright smile clear as she glanced to Garrett and Elyse- --
4035;2017-En-30475;oth;['joy', 'love', 'optimism'];positive;And you as well! #sparkling @cherebork @MelissaJoyRD @SarahKoszykRD @eat4performance @rustnutrition @jenhaugen
4036;2017-En-20164;exp;['anger', 'disgust', 'fear', 'pessimism'];negative;Biggest #THREAT 2 #GLOBAL #STABILITY? #climatechange #food #water #security #terrorism #russia #war #trump #clinton #geopolitics #korea $vwo
4037;2017-En-20403;exp;['pessimism', 'sadness'];negative;Wishing i was rich so i didnt have to get up this morning #poor #sleepy  #sad #needsmoresleep
4038;2017-En-41031;sug;['anticipation', 'fear', 'optimism'];negative;Once you've accepted your flaws, no one can use them against you - @GRRMspeaking #quote #mentalhealth #psychology #depression #anxiety
4039;2017-En-40541;sta;['anticipation', 'disgust', 'optimism', 'surprise'];negative;Just told me wife there was a chance it would be 2 Sydney teams in AFL grand final. Her response: 'there's two SYDNEY AFL teams?' #serious
4040;2017-En-21052;exp;['joy', 'optimism', 'pessimism'];positive;@mackenzian yes! That was my one qualm. These are deeply theological issues we're engaging theologically.
4041;2017-En-21584;sta;['anger', 'disgust'];negative;So I went to a different grocery store, and they had no @DukesMayonnaise\nI had to buy Helmann's.\nLiterally shaking right now.
4042;2017-En-21851;que;['fear'];negative;@ryleycathryn @Mack_Shepp did you discover the alarming rate at which bees are dying and how important they are to our way of life?
4043;2017-En-22234;sta;['joy', 'trust'];positive;@stephtikkanen oh so true, so true.
4044;2017-En-41183;sta;['anger', 'pessimism', 'sadness'];negative;@RobertWesley3 I'm #mad that my brother is #sad ! Feel better bub!
4045;2017-En-21509;sug;['joy', 'love', 'optimism'];positive;Never let your #fear decide your #future 󾍘🏽\nHave an amazing Thursday, \nLove Miss D X
4046;2017-En-10179;sta;['anger'];negative;@VodafoneUKhelp @VodafoneUK wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! #swines  #con!
4047;2017-En-31333;que;['joy', 'optimism'];positive;"@viquintis OH yeah; I never showed you that part of the session did I? I'll plop them into Discord. Pure hilarity."
4048;2017-En-30470;exp;['joy'];positive;@thetwattickla @NottRihanna lol no it's sparkling wine
4049;2017-En-40838;que;['anticipation'];negative;@GolfStrat out of Rory starts. What would your B group look like w/o him? Hideki and Walker, and throw Reed or Knox on the pine?
4050;2017-En-30796;exp;[];neutral;@berniedole looks that way. But let's think about Rohan last week ...
4051;2017-En-21991;sta;['fear', 'joy'];negative;I am a third year college student and and English major. Today is the first time I've ever written an essay without having a panic attack
4052;2017-En-21995;oth;['anger', 'disgust', 'sadness', 'surprise'];negative;#WTF @NYSCHereToHelp @NYSC allows #gym  #atmosphere! #jumpship #nasty #atmosphere #unprofessional
4053;2017-En-31079;sta;['anger', 'optimism', 'pessimism'];negative;@peregrinator1 I admittedly went into this series thinking we'd see the Jedi in their heyday, not as dysfunctional UN Peacekeepers in space
4054;2017-En-31148;exp;['joy'];positive;"@dee5479 Electro Set was pure enjoyment &amp; exhilarating, captivating, &amp; Poetic, Raw, exciting ..,"
4055;2017-En-10096;sta;['anger', 'disgust'];negative;@NeoFundie @fitchest Ha. Right. I'm from San Jose, CA, and I was offended right there with you. Dave, go on a walk or something next time.
4056;2017-En-30845;exp;['joy', 'optimism'];positive;A cheerful heart is good medicine, but a broken spirit saps a person's strength.' {Proverbs 17:22} #WednesdayWisdom
4057;2017-En-21211;que;['anger', 'disgust'];negative;Why upping rooms makes a few apprehend leaving out charcoal ownership: UnZU
4058;2017-En-41245;sta;['anticipation', 'optimism', 'surprise'];negative;I lost my wallet, then found it, then lost it again AND THEN FOUND IT!!!!! \nCollege is brazy
4059;2017-En-21476;sta;['fear'];negative;@SeanUnfiltered Texans are scared of this bunch!
4060;2017-En-11483;sta;['sadness'];negative;finally leaving my first job soon. i've been working here since i was 16. going to be kind of bitter sweet
4061;2017-En-30441;sta;['joy', 'optimism'];positive;@carysmithwriter @Maria_Savva @RealRockAndRoll We're the least known band in the World, but so glad you asked #muchlove #hilarious
4062;2017-En-10045;sta;['anger', 'disgust'];negative;i feel furious
4063;2017-En-40394;exp;['optimism', 'sadness'];positive;1Pet 4:7  But the end of all things is at hand: be ye therefore #sober, and #watch unto prayer
4064;2017-En-20808;que;['anger', 'anticipation', 'disgust'];negative;How had Matty Dawson not scored there!!!!! #terrible
4065;2017-En-20117;que;['anger', 'disgust', 'sadness', 'surprise'];negative;"@DSWT I despair at this madness! It's beyond #shocking it's cold blooded murder!  How long will #SouthAfrica stand by &amp;watch #WorldRhinoDay"
4066;2017-En-40593;sta;['optimism'];positive;I told my chiropractor 'I'm here for a good time not a long time' when he questioned my habits and yet again I have unnerved a doctor
4067;2017-En-21650;exp;['fear', 'sadness'];negative;#EFT is the single most effective tool I've learned in 40 years of being a therapist-Dr. Curtis A. Steele (psychiatrist) #stress #anxiety
4068;2017-En-30995;exp;['anger', 'anticipation', 'disgust', 'joy', 'surprise'];positive;"y'all shabazz's name in my phone is 'easy breezy beautiful' &amp; I will not apologize."
4069;2017-En-30160;exp;['anticipation', 'joy'];positive;Day 9 and I am elated because I'm taking PTO tomorrow so I'm doneeeee. But:
4070;2017-En-31392;sta;['joy', 'trust'];positive;@WildRoverTours Thank you for follow and its a good website you have and cheering with no hassle.
4071;2017-En-10410;que;['anger', 'disgust'];negative;Why a puerto Rican with Taino hair and a black nose gotta ruffle your targeted feathers?
4072;2017-En-20143;thr;['anger', 'anticipation', 'disgust'];negative;# ISIS REFERENCES SCRUBBED?  Federal complaint against suspect in NYC, NJ bombings appears to omit terror names in bloody journ...  #news
4073;2017-En-30641;sta;[];neutral;backed pats -2.5 10/11 just before
4074;2017-En-10596;sta;['anger', 'sadness'];negative;@RealPaulWalker R.I.P Paul, furious 8 can't wait
4075;2017-En-21715;exp;['fear', 'pessimism', 'sadness'];negative;two major banking stocks down almost 15 to 20 % from their highs while benchmarks still close to top it is a sure #worry for markets
4076;2017-En-22038;que;['anger', 'disgust', 'pessimism', 'sadness'];negative;@tcarrels  \nSo when exactly did you lose your mind, pal? \n #Trump #fraud #misogynist #liar #psychopath #narcissist  #conartist
4077;2017-En-20026;sta;['fear', 'sadness'];negative;Breaking out in hives for the first time since college finals. #anxiety sucks
4078;2017-En-40919;que;['anticipation', 'fear', 'joy'];positive;How's the new #BatmanTelltaleSeries? Looks good but I'm growing weary of this #gaming style... #Batman
4079;2017-En-21733;sta;['joy'];positive;On the last episode of #MakingAMurderer poor Brendan glad they #appeal it  #crime #documentary #reallife
4080;2017-En-10765;sta;['anticipation', 'surprise'];negative;"Went n a bodega 4 incense lookd @ the sis behind the counter &amp; it was like a mirror she said where u from I said here she said no originally"
4081;2017-En-41139;sta;['disgust', 'fear', 'pessimism', 'sadness'];negative;my bls depress the blake
4082;2017-En-20617;sta;['joy', 'love'];positive;Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂  #suchagirl
4083;2017-En-11475;sta;['anger', 'disgust', 'fear'];negative;@BitchestheCat Look at those teef! #growl
4084;2017-En-10742;sta;['love'];positive;All this from a cigarette burning in Laura's hand, the angle of her chin, the purse of her lips.'(104) Gorgeous transition!@laurengrodstein
4085;2017-En-30404;sta;['joy', 'love', 'optimism'];positive;@carysmithwriter @Maria_Savva @RealRockAndRoll We're the least known band in the World, but so glad you asked #muchlove
4086;2017-En-21698;sta;['anger', 'disgust', 'fear', 'pessimism', 'sadness'];negative;I'm so bored and fat and full and ridiculously overweight and rolls galore #terrible
4087;2017-En-30569;exp;['anticipation', 'joy', 'optimism', 'trust'];positive;Blake lively is flawless
4088;2017-En-11174;exp;['anger', 'disgust'];negative;@thehill no wonder USA is going to shit with such outrage over a simple analogy.
4089;2017-En-10139;sta;['anger', 'disgust'];negative;@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing  #noloyalty #joke #notimpressed
4090;2017-En-22188;que;['fear'];negative;@LeafyIsHere will showing off biceps scare you?
4091;2017-En-20781;exp;['anger', 'disgust', 'fear'];negative;@isthismike_p that nigga is horrible bro
4092;2017-En-20345;exp;['anticipation', 'fear'];negative;Malins with another surging run forward almost sets McCreadie up at the far post.  Decent game for the neutral, nervous for @Lewes_cfc fans
4093;2017-En-20628;exp;['anger', 'disgust'];negative;@JonnyDunn93 and Gerrard was awful then
4094;2017-En-30944;exp;['optimism'];positive;God hears your voice optimism at the moment that you think that everything has failed you ✨.
4095;2017-En-22163;exp;['joy', 'optimism', 'trust'];positive;"@danmericaCNN @aefadul22 HRC has the experience, temperment, knowledge &amp; ability to lead us in this perilous time"
4096;2017-En-20084;exp;['anger', 'disgust', 'fear', 'optimism'];negative;In #Bangladesh war, #US almost bombed us had #Russia not been there. What strategy for #China on #Pakistan? Time ripe to crush #terror camps
4097;2017-En-11576;que;['anger', 'disgust'];negative;Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up
4098;2017-En-20911;sta;['fear', 'sadness'];negative;Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED #horror
4099;2017-En-20248;sta;['anger', 'anticipation', 'disgust', 'fear'];negative;@TeaPartyOrg Hes right when the Civil war starts it will be wall to wall terrorism and i don't fancy the Muzzy's chances
4100;2017-En-40760;exp;['joy', 'optimism'];positive;I'm so proud he understands this, he shows love, thought and compassion    and it's not done in a clouded way..
4101;2017-En-30903;exp;['joy', 'optimism', 'trust'];positive;Old saying 'A #smile shared is one gained for another day' @YEGlifer @Scott_McKeen
4102;2017-En-40271;exp;['joy', 'optimism'];positive;My friends tell me I'm pretty. Trigger tells my I'm ugly. I first was confused but then realised I'm both. Pretty ugly. #tru  #tumblr
4103;2017-En-11664;sta;['anger'];negative;I bet @mmunro91 is fuming with our draw 👀
4104;2017-En-21439;thr;['anger', 'disgust', 'fear'];negative;Pakistan continues to treat #terror as a matter of state policy says @MEAIndia. #UriAttack
4105;2017-En-30632;exp;['joy', 'love'];positive;I love when my dog is playful, but he really just scratched my face while flailing his paws in excitement and almost tore my nose ring out
4106;2017-En-21415;sta;['anger', 'disgust', 'fear', 'optimism'];negative;@annafifield @washingtonpost all hands on deck at the post and in the msm as trump starts to lead in oh, fla, NC, NV, CO.
4107;2017-En-10662;sta;['love', 'optimism', 'trust'];positive;We worship at Your feet\nWhere wrath and mercy meet\nAnd a guilty world is washed\nBy love's pure stream\n—Graham Kendrick
4108;2017-En-41329;exp;['joy', 'love', 'optimism'];positive;This took a melancholy turn but my point is that for all the difficulties I'm still happy. Happy that I get to be who I am.
4109;2017-En-30964;exp;['joy', 'optimism'];positive;The little sniffle at the end of the song gets me every time. #rejoice
4110;2017-En-31238;sta;['anticipation', 'joy', 'surprise'];positive;Well that was exhilarating. I didn't know you could have goosebumps for 2 hrs 5m straight.
4111;2017-En-31587;sta;['anticipation', 'joy', 'optimism', 'trust'];positive;Root canal therapy has had a bad reputation in the past... but new technology has allowed more comfortable procedures! #smile #dental
4112;2017-En-21942;sta;['joy', 'love', 'trust'];positive;@JoyOfBearding The Haunting is my favorite horror movie too! Actually one of my favorite movies of all time no matter the genre.
4113;2017-En-21978;sta;['joy', 'sadness', 'surprise'];positive;"The horrible puns for the day have been made. I shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now."
4114;2017-En-30515;exp;['joy', 'optimism', 'trust'];negative;Hey u never know, Channel 4's version of #GBBO might actually be quite good. A few adverts aren't the end of the world.
4115;2017-En-30349;sta;['joy', 'love', 'optimism'];positive;Vacation wise, Egypt offers great places, amazing scenery, bright skies and good weather at a very good and affordable price for students.
4116;2017-En-30138;sta;['joy', 'love', 'optimism', 'surprise'];positive;When you wake up from a dream laughing at something stupid, and that makes you laugh more
4117;2017-En-31135;sta;['joy', 'optimism'];positive;Skiving #Freshers2016 for a me day! #nails #sunbeds and #gym 😉💜👑 #priorities #student #studentnurse #pampered #happy
4118;2017-En-40049;que;['anticipation', 'disgust', 'sadness'];negative;When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology #depression #TMS #ECT
4119;2017-En-11093;exp;['anger', 'disgust', 'optimism'];negative;Forgiveness might make us look weak, but the weakest person is the one who holds anger, hatred, and revenge.
4120;2017-En-30079;sta;['joy', 'love', 'optimism'];positive;Had a great time at Skywalkers open gym tonight! Come our every Wednesday from 7-8 in Hillsboro and train with us! #opengym  #tumbling
4121;2017-En-31092;exp;['joy', 'love', 'optimism'];positive;Watching @melissamccarthy in #Spy she's one of Favorite actresses! Last night I was watching her #theboss #hilarious I just want to meet her
4122;2017-En-21249;sug;['sadness'];negative;@CesarSampao @thisisbolton don't get me started on town centre. Used to go every week.... not been for 18 months
4123;2017-En-21067;sta;['pessimism'];negative;@hotpatooties more like quickie divorce
4124;2017-En-21385;que;['surprise'];neutral;@Diana_Buds well, did she make you laugh with her panic mania or not??¿
4125;2017-En-11294;oth;[];negative;@PediMGHHMS3 sickle cell if right pt background. Or could be JIA or an allergic reaction to a bite e.g. bee sting among others.
4126;2017-En-10518;exp;['anger', 'disgust'];negative;Paul forever. Paul should have won! Paul played such a better game! #BB18 #angry
4127;2017-En-31122;exp;['joy', 'love', 'optimism'];positive;Nothing lovelier than your great mate sending the most joyful and sweet pic - Thankyou #amy @artburstltd XXXX
4128;2017-En-21322;sta;['anger', 'fear', 'joy'];positive;I'm going to get the weirdest thank you note--or worse--total silence and no acknowledgement.
4129;2017-En-20153;exp;['anticipation', 'fear', 'sadness'];negative;"Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone #nervous"
4130;2017-En-21691;exp;['fear', 'joy'];negative;@1StevieKilner @KachelaMurray Don't be silly - she doesn't want to scare them off! 😆
4131;2017-En-30806;exp;['anger', 'disgust', 'sadness'];negative;With a jovial Trump on his ass, Don King just publicly told a crowd that 'We need [him] because you will always be a nigger.'  #FuckTrump
4132;2017-En-20989;sta;['joy', 'optimism'];positive;Hopefully I'll get this Best Buy job, and officaly #start my #streaming #career , working towards doing something I love #1DayAtaTime
4133;2017-En-31179;sta;['joy', 'love', 'optimism'];positive;Love your new show @driverminnie  #hilarious
4134;2017-En-10154;sta;['anger', 'disgust'];negative;@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! #fuming
4135;2017-En-30135;sta;['joy', 'love', 'optimism'];positive;@LindseySanford @simplymeasured this makes me giggle with glee!
4136;2017-En-41337;exp;['anticipation', 'joy', 'trust'];neutral;SRV's 'Voodoo Child' is approximately 76 times better than Jimi's. #guitar #music #blues
4137;2017-En-11166;sta;['anger', 'disgust'];negative;@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted #fuming
4138;2017-En-31295;sta;['joy'];positive;Just died from laughter after seeing that😂😭😂😭
4139;2017-En-31364;que;['anticipation', 'trust'];neutral;@wenniss are you cheering for team Sweden today or team North American?
4140;2017-En-10897;exp;['anger'];negative;Might just leave and aggravate bae
4141;2017-En-21925;que;['disgust'];negative;@ThomasHCrown @laurakfillault As a historic evangelical, I wonder if the Donatists had a point? What dreadful clergy in my fmr. circles.
4142;2017-En-20591;exp;['anger', 'disgust'];negative;I always thought I was too empathetic but it's becoming clear that the majority of you guys are plain insensitive to an alarming degree
4143;2017-En-40061;sta;['sadness'];negative;"My prayers are with the family, friends &amp; members of @VCFD  as you mourn the loss of Engineer Ryan Osler. #LODD #RIP"
4144;2017-En-30919;sta;['joy', 'optimism', 'trust'];positive;This is a beautiful day that the Lord has made. I will rejoice and be glad!!!
4145;2017-En-21769;exp;['fear', 'sadness'];negative;Knowing I have my hair to wash and dry is like knowing you had that English close reading in your school bag to do
4146;2017-En-30272;exp;['joy', 'optimism', 'trust'];positive;The object of literature is to make man a wiser and happier being. The poet makes us happy because he tells us how we may become so.
4147;2017-En-30769;sta;['optimism'];positive;@govph I would like to know about the source of The President's optimism about running the country. I wonder if he can answer my curiosity.
4148;2017-En-30588;sta;['optimism'];positive;The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov #optimism #quote
4149;2017-En-20275;que;['disgust', 'fear'];negative;@SherriEShepherd because #whitepeople are #afraid of large #blackmen?
4150;2017-En-11097;exp;['anger', 'disgust', 'sadness'];negative;People you need to look up the definition of protest. What you are doing is not protesting is called vandalism. #angry #stop
4151;2017-En-30216;exp;['joy', 'love', 'optimism'];positive;@beingbrilliant @johnmurrays you're welcome. It's genuinely made me give my head a wobble and realise what's important in life.  #smiling
4152;2017-En-40729;exp;['anticipation', 'joy', 'love', 'optimism', 'trust'];positive;@BlurtAlerts 'the darkest of nights can be bright, the solemn of faces lights up with a smile'. -@Totemprince believe in me, as I do in you
4153;2017-En-21251;sta;['anger', 'disgust'];negative;Gahh...BT, in queue for 30 minutes.. Now put through to BT Sport dept to cancel... back in a queue again...
4154;2017-En-20031;sta;['fear', 'joy', 'love', 'optimism'];negative;He replied to my comments 4 times now i'm shaking omg
4155;2017-En-10189;sta;['anger', 'disgust', 'fear'];negative;All hell is breaking loose in Charlotte. #CharlotteProtest  #looting
4156;2017-En-21694;sug;['anticipation', 'optimism'];positive;Bring on my interview at hospital tho 🙈🙈
4157;2017-En-20311;exp;['fear', 'pessimism', 'sadness'];negative;me, myself, and I \n #horror movie alone again tonight maybe a #zombie would eat me and finish my life game already - i want #gameover
4158;2017-En-41210;exp;['anger', 'sadness'];negative;@MariamVeiszadeh #depressing it's so freaking close !
4159;2017-En-41076;exp;['joy', 'optimism'];positive;@John_Hanna he has become so dreary, also, yes...
4160;2017-En-20059;sta;['anger', 'disgust', 'fear'];negative;I Don't know what make #Pakistan fear more their #terrorist or their #terrorism  #TerrorStatePak
4161;2017-En-31478;sta;['joy', 'optimism'];positive;Tomorrow, is the FIRST DAY OF 🍂🍂FALL🍁🍁and I'm elated!!!!!
4162;2017-En-11389;sug;['anger', 'disgust'];negative;India should now react to the uri attack..... #revenge
4163;2017-En-22183;exp;['joy'];positive;The Pats are awesome. Belichick is awesome ...they just are.
4164;2017-En-41205;exp;['disgust', 'fear', 'joy', 'love', 'sadness'];negative;Love being made to feel bad about being scared of the dark
4165;2017-En-21463;que;['anger', 'disgust', 'fear', 'sadness'];negative;sai manakgupta \n\nWhat about brutality by #Indian Army In #Kashmir ? isnt it terrorism ?\nIndia should accept precondition of #FreeKashmir fi…
4166;2017-En-30756;sta;['pessimism', 'sadness'];negative;The joyful tambourines have ceased. The noise of the jubilant has stopped. The joyful lyre has ceased. -Isaiah 24:8
4167;2017-En-22019;sug;['joy', 'sadness'];negative;Beginning the process to see if working is an option. #mentalhealth #complexptsd
4168;2017-En-31299;exp;['joy', 'optimism'];positive;It is not joy that makes us #grateful . It is #gratitude that makes us #joyful .\n - David Rast
4169;2017-En-31298;sta;['anticipation', 'joy', 'love'];positive;I've watched @ScreamQueens' 2nd Season's 1st episode twice already. And here I am, still joyful, planning on watching it again.
4170;2017-En-30492;exp;['optimism', 'sadness'];positive;It breaks my heart seeing people down or upset.. I will try my best to make them smile or cheer them up 🤗
4171;2017-En-20093;sta;['fear', 'sadness'];negative;Woke by #nightmare @ 3AM, couldn't sleep any more, so took a #UseAllTheHotWaterShower. Now I have time to read.
4172;2017-En-20536;exp;['fear', 'optimism'];negative;#Terrorism can be destroyed easily if #wholeworld came together great strength..they could destroy this #fear from #humanity..
